Order_ID,Order_Date,Ship_Mode,Customer_ID,Segment,City,Region,Category,Product_Name,Payment_Mode,Unit_Price,Quantity,Discount,Sales,Profit,Year,Month,Month_Name,Quarter,Profit_Margin
ORD-01027,2022-01-08,Standard Class,CUST-1804,Corporate,Coimbatore,South,Groceries,Rice (5kg),Credit Card,348.44,3,0.2,836.26,44.06,2022,1,Jan,Q1,5.27
ORD-01028,2022-01-08,Second Class,CUST-1909,Consumer,Surat,West,Groceries,Sugar (1kg),Debit Card,433.49,4,0.0,1733.96,583.58,2022,1,Jan,Q1,33.66
ORD-01029,2022-01-08,Second Class,CUST-1450,Corporate,Nagpur,West,Electronics,Headphones,Cash,16661.24,5,0.1,74975.58,6875.17,2022,1,Jan,Q1,9.17
ORD-01030,2022-01-09,First Class,CUST-1278,Home Office,Kochi,South,Groceries,Spices,Credit Card,203.07,4,0.0,812.28,110.71,2022,1,Jan,Q1,13.63
ORD-01031,2022-01-09,Standard Class,CUST-2262,Corporate,Chandigarh,North,Electronics,Smart TV,Net Banking,33303.97,8,0.05,253110.17,22473.9,2022,1,Jan,Q1,8.88
ORD-01032,2022-01-10,Second Class,CUST-1013,Consumer,Chennai,South,Electronics,Laptop,Credit Card,15642.58,9,0.15,119665.74,23593.65,2022,1,Jan,Q1,19.72
ORD-01033,2022-01-10,Standard Class,CUST-1576,Consumer,Hyderabad,South,Toys,Doll,Debit Card,2049.15,1,0.0,2049.15,675.5,2022,1,Jan,Q1,32.96
ORD-01034,2022-01-10,Standard Class,CUST-2389,Corporate,Delhi,North,Toys,Doll,Credit Card,4256.05,2,0.1,7660.89,614.48,2022,1,Jan,Q1,8.02
ORD-01035,2022-01-10,Standard Class,CUST-1685,Corporate,Lucknow,North,Books,Textbook,Credit Card,1143.98,4,0.0,4575.92,834.05,2022,1,Jan,Q1,18.23
ORD-01036,2022-01-10,Standard Class,CUST-1934,Corporate,Kolkata,East,Clothing,Dress,Net Banking,7048.78,1,0.0,7048.78,399.75,2022,1,Jan,Q1,5.67
ORD-01037,2022-01-11,Standard Class,CUST-1684,Corporate,Patna,East,Electronics,Smart TV,UPI,68878.98,6,0.1,371946.49,104617.19,2022,1,Jan,Q1,28.13
ORD-01038,2022-01-11,Standard Class,CUST-2152,Consumer,Jaipur,North,Sports,Badminton Set,Cash,9394.59,5,0.1,42275.66,10246.26,2022,1,Jan,Q1,24.24
ORD-01039,2022-01-11,Standard Class,CUST-2139,Home Office,Pune,West,Furniture,Chair,UPI,48595.77,7,0.0,340170.39,88413.55,2022,1,Jan,Q1,25.99
ORD-01040,2022-01-11,Standard Class,CUST-2112,Corporate,Nagpur,West,Electronics,Laptop,UPI,30906.9,6,0.2,148353.12,28439.43,2022,1,Jan,Q1,19.17
ORD-01041,2022-01-11,Standard Class,CUST-1923,Consumer,Kochi,South,Furniture,Table,Cash,12791.59,3,0.0,38374.77,12367.8,2022,1,Jan,Q1,32.23
ORD-01042,2022-01-12,Standard Class,CUST-1662,Corporate,Jabalpur,Central,Electronics,Smart TV,UPI,71090.72,5,0.0,355453.6,61446.28,2022,1,Jan,Q1,17.29
ORD-01043,2022-01-12,First Class,CUST-2158,Consumer,Coimbatore,South,Toys,Board Game,Debit Card,1380.34,3,0.0,4141.02,845.7,2022,1,Jan,Q1,20.42
ORD-01044,2022-01-12,Standard Class,CUST-1381,Consumer,Chennai,South,Clothing,Jacket,Cash,1493.59,9,0.0,13442.31,3476.0,2022,1,Jan,Q1,25.86
ORD-01045,2022-01-13,Standard Class,CUST-1179,Consumer,Raipur,Central,Groceries,Flour (2kg),UPI,496.7,2,0.0,993.4,204.81,2022,1,Jan,Q1,20.62
ORD-01046,2022-01-13,Standard Class,CUST-1350,Corporate,Jaipur,North,Clothing,Dress,Credit Card,502.97,6,0.15,2565.15,273.96,2022,1,Jan,Q1,10.68
ORD-01047,2022-01-13,Standard Class,CUST-2215,Home Office,Surat,West,Groceries,Pulses,UPI,151.01,9,0.05,1291.14,187.37,2022,1,Jan,Q1,14.51
ORD-01048,2022-01-14,Standard Class,CUST-2215,Corporate,Chennai,South,Groceries,Oil (1L),Credit Card,362.79,7,0.05,2412.55,187.43,2022,1,Jan,Q1,7.77
ORD-01049,2022-01-14,Standard Class,CUST-1867,Corporate,Jabalpur,Central,Electronics,Laptop,UPI,22518.01,5,0.25,84442.54,2922.4449999999997,2022,1,Jan,Q1,3.46
ORD-01050,2022-01-14,Same Day,CUST-1638,Consumer,Patna,East,Toys,Board Game,Debit Card,4400.65,2,0.05,8361.23,1946.64,2022,1,Jan,Q1,23.28
ORD-01051,2022-01-14,Second Class,CUST-1343,Consumer,Coimbatore,South,Sports,Badminton Set,Debit Card,6885.16,2,0.0,13770.32,1178.17,2022,1,Jan,Q1,8.56
ORD-01052,2022-01-14,Second Class,CUST-1809,Consumer,Pune,West,Toys,Board Game,Credit Card,4095.32,4,0.0,16381.28,3918.01,2022,1,Jan,Q1,23.92
ORD-01053,2022-01-14,Same Day,CUST-1095,Corporate,Chandigarh,North,Books,Novel,UPI,346.26,2,0.0,692.52,220.13,2022,1,Jan,Q1,31.79
ORD-01054,2022-01-14,First Class,CUST-1472,Home Office,Coimbatore,South,Groceries,Pulses,Credit Card,183.56,8,0.05,1395.06,211.1,2022,1,Jan,Q1,15.13
ORD-01055,2022-01-14,Second Class,CUST-1492,Consumer,Coimbatore,South,Toys,Board Game,Cash,4830.03,7,0.0,33810.21,3942.61,2022,1,Jan,Q1,11.66
ORD-01056,2022-01-14,Second Class,CUST-1858,Corporate,Gwalior,Central,Electronics,Smartphone,Cash,73602.51,7,0.1,463695.81,147409.74,2022,1,Jan,Q1,31.79
ORD-01057,2022-01-15,Standard Class,CUST-2374,Home Office,Kolkata,East,Electronics,Smart TV,Credit Card,43661.86,3,0.1,117887.02,30365.76,2022,1,Jan,Q1,25.76
ORD-01058,2022-01-15,Standard Class,CUST-1366,Consumer,Bhubaneswar,East,Electronics,Tablet,Net Banking,40115.99,7,0.15,238690.14,19481.52,2022,1,Jan,Q1,8.16
ORD-01059,2022-01-15,Standard Class,CUST-1017,Corporate,Jaipur,North,Clothing,T-Shirt,Credit Card,4583.68,8,0.15,31169.02,5374.59,2022,1,Jan,Q1,17.24
ORD-01060,2022-01-15,Standard Class,CUST-2421,Corporate,Mumbai,West,Furniture,Wardrobe,Cash,49921.88,5,0.0,249609.4,62958.2,2022,1,Jan,Q1,25.22
ORD-01061,2022-01-16,Same Day,CUST-1289,Corporate,Lucknow,North,Clothing,Jacket,Debit Card,1780.24,1,0.0,1780.24,395.77,2022,1,Jan,Q1,22.23
ORD-01062,2022-01-16,Standard Class,CUST-1937,Consumer,Coimbatore,South,Books,Self-Help,Credit Card,401.18,1,0.1,361.06,85.05,2022,1,Jan,Q1,23.56
ORD-01063,2022-01-16,Second Class,CUST-1757,Corporate,Kochi,South,Clothing,T-Shirt,Credit Card,4293.0,4,0.0,17172.0,3780.25,2022,1,Jan,Q1,22.01
ORD-01064,2022-01-16,Standard Class,CUST-1724,Corporate,Bhubaneswar,East,Clothing,Shoes,UPI,3377.05,2,0.0,6754.1,1954.76,2022,1,Jan,Q1,28.94
ORD-01065,2022-01-17,Standard Class,CUST-2066,Consumer,Surat,West,Groceries,Sugar (1kg),Net Banking,308.96,7,0.1,1946.45,284.43,2022,1,Jan,Q1,14.61
ORD-01066,2022-01-17,Standard Class,CUST-1382,Corporate,Bhopal,Central,Electronics,Smartphone,Credit Card,77187.42,3,0.0,231562.26,60794.06,2022,1,Jan,Q1,26.25
ORD-01067,2022-01-17,Standard Class,CUST-1159,Consumer,Surat,West,Books,Data Science Guide,Credit Card,672.59,4,0.15,2286.81,794.26,2022,1,Jan,Q1,34.73
ORD-01068,2022-01-17,Standard Class,CUST-1523,Home Office,Coimbatore,South,Electronics,Tablet,Net Banking,25919.38,9,0.0,233274.42,38953.95,2022,1,Jan,Q1,16.7
ORD-01069,2022-01-17,Standard Class,CUST-1946,Consumer,Indore,Central,Toys,Action Figure,Credit Card,4024.63,2,0.3,5634.48,1618.87,2022,1,Jan,Q1,28.73
ORD-01070,2022-01-17,Standard Class,CUST-1948,Corporate,Pune,West,Sports,Badminton Set,Debit Card,5777.55,8,0.15,39287.34,4865.06,2022,1,Jan,Q1,12.38
ORD-01071,2022-01-18,Standard Class,CUST-1050,Consumer,Pune,West,Electronics,Smartphone,Debit Card,69138.03,1,0.0,69138.03,9303.84,2022,1,Jan,Q1,13.46
ORD-01072,2022-01-18,Second Class,CUST-2423,Consumer,Indore,Central,Electronics,Laptop,Credit Card,39505.18,3,0.1,106663.99,35248.09,2022,1,Jan,Q1,33.05
ORD-01073,2022-01-18,Standard Class,CUST-2220,Consumer,Chennai,South,Books,Comics,Cash,642.09,4,0.1,2311.52,133.56,2022,1,Jan,Q1,5.78
ORD-01074,2022-01-18,Standard Class,CUST-1258,Consumer,Mumbai,West,Sports,Dumbbells,Net Banking,13919.83,6,0.1,75167.08,8661.37,2022,1,Jan,Q1,11.52
ORD-01075,2022-01-19,Standard Class,CUST-1002,Consumer,Jabalpur,Central,Sports,Cycle,Debit Card,3903.23,1,0.05,3708.07,722.61,2022,1,Jan,Q1,19.49
ORD-01076,2022-01-19,Standard Class,CUST-1911,Corporate,Chennai,South,Sports,Badminton Set,UPI,8335.35,8,0.05,63348.66,10804.39,2022,1,Jan,Q1,17.06
ORD-01077,2022-01-19,Standard Class,CUST-1234,Consumer,Indore,Central,Electronics,Smart TV,Cash,11163.24,2,0.05,21210.16,5063.95,2022,1,Jan,Q1,23.88
ORD-01078,2022-01-19,Standard Class,CUST-1186,Corporate,Raipur,Central,Clothing,Saree,Debit Card,5637.63,5,0.0,28188.15,3039.15,2022,1,Jan,Q1,10.78
ORD-01079,2022-01-19,Standard Class,CUST-1705,Consumer,Surat,West,Electronics,Camera,Credit Card,30733.0,6,0.25,138298.5,9841.89,2022,1,Jan,Q1,7.12
ORD-01080,2022-01-19,First Class,CUST-1331,Corporate,Hyderabad,South,Books,Data Science Guide,UPI,1267.05,8,0.0,10136.4,1629.93,2022,1,Jan,Q1,16.08
ORD-01081,2022-01-20,Standard Class,CUST-1462,Corporate,Pune,West,Groceries,Flour (2kg),Debit Card,366.1,3,0.0,1098.3,227.68,2022,1,Jan,Q1,20.73
ORD-01082,2022-01-20,Standard Class,CUST-2461,Corporate,Lucknow,North,Clothing,Jeans,Credit Card,6425.79,9,0.0,57832.11,12642.13,2022,1,Jan,Q1,21.86
ORD-01083,2022-01-20,Standard Class,CUST-2127,Home Office,Jaipur,North,Electronics,Smart TV,Net Banking,51316.68,5,0.2,205266.72,47303.32,2022,1,Jan,Q1,23.04
ORD-01084,2022-01-20,Standard Class,CUST-1012,Consumer,Chennai,South,Clothing,Jeans,UPI,1043.98,8,0.1,7516.66,1613.06,2022,1,Jan,Q1,21.46
ORD-01085,2022-01-20,Standard Class,CUST-1370,Consumer,Indore,Central,Clothing,Dress,Net Banking,7364.59,4,0.15,25039.61,3098.04,2022,1,Jan,Q1,12.37
ORD-01086,2022-01-20,First Class,CUST-1387,Consumer,Nagpur,West,Sports,Yoga Mat,Credit Card,14789.81,9,0.15,113142.05,31607.92,2022,1,Jan,Q1,27.94
ORD-01087,2022-01-20,First Class,CUST-1883,Consumer,Surat,West,Groceries,Spices,UPI,368.76,8,0.15,2507.57,191.41,2022,1,Jan,Q1,7.63
ORD-01088,2022-01-20,Standard Class,CUST-2434,Corporate,Chennai,South,Books,Novel,Cash,872.74,5,0.1,3927.33,430.07,2022,1,Jan,Q1,10.95
ORD-01089,2022-01-20,First Class,CUST-1344,Consumer,Hyderabad,South,Furniture,Bookshelf,Net Banking,7030.77,3,0.0,21092.31,5733.17,2022,1,Jan,Q1,27.18
ORD-01090,2022-01-20,Standard Class,CUST-1202,Consumer,Chandigarh,North,Electronics,Smart TV,Net Banking,71103.5,1,0.1,71103.5,9522.03,2022,1,Jan,Q1,13.39
ORD-01091,2022-01-20,Second Class,CUST-2325,Consumer,Ranchi,East,Sports,Football,Net Banking,3803.45,5,0.1,17115.53,3389.59,2022,1,Jan,Q1,19.8
ORD-01092,2022-01-21,Second Class,CUST-2245,Home Office,Coimbatore,South,Sports,Football,Net Banking,5550.97,5,0.05,26367.11,3906.53,2022,1,Jan,Q1,14.82
ORD-01093,2022-01-22,Second Class,CUST-2485,Home Office,Kolkata,East,Groceries,Pulses,Credit Card,365.97,4,0.1,1317.49,266.26,2022,1,Jan,Q1,20.21
ORD-01094,2022-01-22,Standard Class,CUST-2352,Consumer,Hyderabad,South,Sports,Football,UPI,14659.15,8,0.05,111409.54,17156.71,2022,1,Jan,Q1,15.4
ORD-01095,2022-01-22,Standard Class,CUST-1350,Consumer,Jabalpur,Central,Furniture,Bed Frame,Credit Card,41411.72,3,0.1,111811.64,38939.79,2022,1,Jan,Q1,34.83
ORD-01096,2022-01-22,Standard Class,CUST-1138,Home Office,Jabalpur,Central,Groceries,Spices,UPI,150.78,9,0.0,1357.02,213.38,2022,1,Jan,Q1,15.72
ORD-01097,2022-01-23,Standard Class,CUST-1722,Home Office,Agra,North,Furniture,Wardrobe,Net Banking,14918.41,3,0.0,44755.23,10656.88,2022,1,Jan,Q1,23.81
ORD-01098,2022-01-24,Standard Class,CUST-2074,Consumer,Jaipur,North,Electronics,Smartphone,Credit Card,71929.07,4,0.15,244558.84,77403.6,2022,1,Jan,Q1,31.65
ORD-01099,2022-01-24,Standard Class,CUST-1254,Consumer,Bhubaneswar,East,Electronics,Smartphone,Cash,41819.11,6,0.0,250914.66,60565.91,2022,1,Jan,Q1,24.14
ORD-01100,2022-01-24,Standard Class,CUST-2069,Home Office,Bangalore,South,Electronics,Tablet,UPI,40029.68,9,0.1,324240.41,71254.16,2022,1,Jan,Q1,21.98
ORD-01101,2022-01-24,Second Class,CUST-2173,Corporate,Ahmedabad,West,Groceries,Pulses,Credit Card,315.98,2,0.1,568.76,125.56,2022,1,Jan,Q1,22.08
ORD-01102,2022-01-24,Standard Class,CUST-2001,Consumer,Delhi,North,Clothing,Saree,Credit Card,797.86,2,0.3,1117.0,222.21,2022,1,Jan,Q1,19.89
ORD-01103,2022-01-24,First Class,CUST-2480,Corporate,Ahmedabad,West,Groceries,Spices,Credit Card,498.1,2,0.15,846.77,247.49,2022,1,Jan,Q1,29.23
ORD-01104,2022-01-25,Standard Class,CUST-1008,Home Office,Mumbai,West,Toys,Doll,Credit Card,306.15,5,0.05,1454.21,94.71,2022,1,Jan,Q1,6.51
ORD-01105,2022-01-25,First Class,CUST-2405,Corporate,Chennai,South,Clothing,Dress,Cash,3753.21,6,0.1,20267.33,6395.13,2022,1,Jan,Q1,31.55
ORD-01106,2022-01-25,Standard Class,CUST-1749,Corporate,Kolkata,East,Furniture,Table,Debit Card,33213.32,3,0.0,99639.96,22507.44,2022,1,Jan,Q1,22.59
ORD-01107,2022-01-25,Standard Class,CUST-2158,Corporate,Hyderabad,South,Sports,Badminton Set,Credit Card,13489.7,3,0.05,38445.65,11712.93,2022,1,Jan,Q1,30.47
ORD-01108,2022-01-26,First Class,CUST-1193,Consumer,Agra,North,Clothing,Shoes,Net Banking,3970.02,2,0.15,6749.03,358.49,2022,1,Jan,Q1,5.31
ORD-01109,2022-01-26,Standard Class,CUST-1888,Home Office,Pune,West,Electronics,Smartphone,Cash,61504.72,6,0.1,332125.49,103218.93,2022,1,Jan,Q1,31.08
ORD-01110,2022-01-26,Standard Class,CUST-1217,Consumer,Chennai,South,Clothing,Jacket,Debit Card,791.08,1,0.05,751.53,64.66,2022,1,Jan,Q1,8.6
ORD-01111,2022-01-26,Standard Class,CUST-1229,Home Office,Coimbatore,South,Electronics,Laptop,Credit Card,33352.98,9,0.0,300176.82,79956.72,2022,1,Jan,Q1,26.64
ORD-01112,2022-01-26,Standard Class,CUST-2030,Consumer,Hyderabad,South,Toys,Puzzle,Cash,4782.72,4,0.15,16261.25,2845.01,2022,1,Jan,Q1,17.5
ORD-01113,2022-01-26,Standard Class,CUST-1894,Home Office,Chandigarh,North,Books,Textbook,Debit Card,522.72,2,0.0,1045.44,265.88,2022,1,Jan,Q1,25.43
ORD-01114,2022-01-26,Standard Class,CUST-1433,Consumer,Patna,East,Groceries,Pulses,UPI,163.41,6,0.15,833.39,198.73,2022,1,Jan,Q1,23.85
ORD-01115,2022-01-26,First Class,CUST-2096,Consumer,Kochi,South,Books,Python Programming,Cash,1360.31,5,0.1,6121.4,606.13,2022,1,Jan,Q1,9.9
ORD-01116,2022-01-27,Second Class,CUST-1760,Consumer,Agra,North,Books,Data Science Guide,Credit Card,187.23,3,0.05,533.61,109.06,2022,1,Jan,Q1,20.44
ORD-01117,2022-01-27,Standard Class,CUST-1680,Corporate,Mumbai,West,Electronics,Tablet,Net Banking,52819.08,3,0.0,158457.24,21101.61,2022,1,Jan,Q1,13.32
ORD-01118,2022-01-27,First Class,CUST-2126,Home Office,Raipur,Central,Books,Data Science Guide,Debit Card,731.62,5,0.0,3658.1,797.95,2022,1,Jan,Q1,21.81
ORD-01119,2022-01-27,Standard Class,CUST-2127,Corporate,Delhi,North,Groceries,Pulses,Debit Card,393.96,4,0.2,1260.67,342.15,2022,1,Jan,Q1,27.14
ORD-01120,2022-01-29,Standard Class,CUST-1167,Corporate,Gwalior,Central,Books,Python Programming,Net Banking,330.03,5,0.15,1402.63,104.32,2022,1,Jan,Q1,7.44
ORD-01121,2022-01-29,Standard Class,CUST-2495,Consumer,Coimbatore,South,Books,Novel,Debit Card,684.93,2,0.1,1232.87,2922.4449999999997,2022,1,Jan,Q1,237.04
ORD-01122,2022-01-29,Second Class,CUST-2205,Home Office,Bangalore,South,Clothing,Dress,UPI,5395.87,1,0.05,5126.08,1206.11,2022,1,Jan,Q1,23.53
ORD-01123,2022-01-29,Standard Class,CUST-1640,Corporate,Jaipur,North,Electronics,Headphones,Cash,29786.02,5,0.1,134037.09,18578.91,2022,1,Jan,Q1,13.86
ORD-01124,2022-01-29,Second Class,CUST-2165,Corporate,Jabalpur,Central,Clothing,Jacket,Credit Card,5668.49,1,0.05,5385.07,1808.85,2022,1,Jan,Q1,33.59
ORD-01125,2022-01-29,Standard Class,CUST-1949,Corporate,Hyderabad,South,Furniture,Bookshelf,Net Banking,16623.73,3,0.1,44884.07,9250.2,2022,1,Jan,Q1,20.61
ORD-01126,2022-01-29,Same Day,CUST-2413,Corporate,Ahmedabad,West,Books,Comics,Debit Card,463.96,8,0.0,3711.68,388.82,2022,1,Jan,Q1,10.48
ORD-01127,2022-01-31,Second Class,CUST-1963,Consumer,Bhubaneswar,East,Books,Comics,Debit Card,1227.86,8,0.15,8349.45,687.46,2022,1,Jan,Q1,8.23
ORD-01128,2022-01-31,Standard Class,CUST-1342,Corporate,Ranchi,East,Electronics,Camera,Net Banking,45636.39,9,0.15,349118.38,74186.91,2022,1,Jan,Q1,21.25
ORD-01129,2022-01-31,Second Class,CUST-2441,Corporate,Coimbatore,South,Groceries,Sugar (1kg),Debit Card,233.21,1,0.0,233.21,37.91,2022,1,Jan,Q1,16.26
ORD-01130,2022-01-31,Standard Class,CUST-2414,Home Office,Gwalior,Central,Furniture,Table,UPI,38782.41,4,0.15,131860.19,14209.8,2022,1,Jan,Q1,10.78
ORD-01131,2022-02-01,Standard Class,CUST-1192,Corporate,Bangalore,South,Clothing,Jeans,UPI,7847.37,6,0.05,44730.01,2648.44,2022,2,Feb,Q1,5.92
ORD-01132,2022-02-01,Standard Class,CUST-1781,Consumer,Bhopal,Central,Electronics,Laptop,Credit Card,51949.8,7,0.1,363648.6,79995.43,2022,2,Feb,Q1,22.0
ORD-01133,2022-02-01,Standard Class,CUST-2138,Consumer,Surat,West,Clothing,Jeans,Credit Card,6943.05,5,0.0,34715.25,7969.93,2022,2,Feb,Q1,22.96
ORD-01134,2022-02-02,First Class,CUST-2058,Consumer,Bhopal,Central,Toys,Doll,Credit Card,4860.26,7,0.1,30619.64,2833.57,2022,2,Feb,Q1,9.25
ORD-01135,2022-02-02,Standard Class,CUST-1091,Consumer,Coimbatore,South,Clothing,T-Shirt,UPI,707.88,8,0.2,4530.43,1044.36,2022,2,Feb,Q1,23.05
ORD-01136,2022-02-02,Standard Class,CUST-2451,Corporate,Surat,West,Groceries,Spices,Credit Card,389.51,6,0.15,1986.5,666.65,2022,2,Feb,Q1,33.56
ORD-01137,2022-02-02,Standard Class,CUST-1103,Home Office,Lucknow,North,Sports,Cycle,Debit Card,9017.99,4,0.1,32464.76,11151.28,2022,2,Feb,Q1,34.35
ORD-01138,2022-02-03,Standard Class,CUST-1695,Consumer,Bhubaneswar,East,Clothing,Jacket,Credit Card,6264.58,1,0.0,6264.58,1983.04,2022,2,Feb,Q1,31.65
ORD-01139,2022-02-03,Standard Class,CUST-1484,Consumer,Hyderabad,South,Toys,Puzzle,Debit Card,540.86,5,0.0,2704.3,789.99,2022,2,Feb,Q1,29.21
ORD-01140,2022-02-03,Second Class,CUST-1980,Home Office,Bangalore,South,Toys,Puzzle,Cash,505.42,4,0.0,2021.68,228.07,2022,2,Feb,Q1,11.28
ORD-01141,2022-02-03,Same Day,CUST-2095,Corporate,Kochi,South,Clothing,Shoes,Net Banking,3485.58,5,0.2,13942.32,1351.44,2022,2,Feb,Q1,9.69
ORD-01142,2022-02-03,Standard Class,CUST-2432,Consumer,Surat,West,Furniture,Table,Debit Card,9737.95,4,0.25,29213.85,5360.28,2022,2,Feb,Q1,18.35
ORD-01143,2022-02-03,Standard Class,CUST-2236,Corporate,Chandigarh,North,Clothing,Shoes,Debit Card,1798.57,9,0.0,16187.13,3818.37,2022,2,Feb,Q1,23.59
ORD-01144,2022-02-04,Standard Class,CUST-1442,Corporate,Gwalior,Central,Clothing,Jeans,UPI,7844.32,3,0.15,20003.02,6104.99,2022,2,Feb,Q1,30.52
ORD-01145,2022-02-04,First Class,CUST-1137,Consumer,Lucknow,North,Electronics,Smartphone,Debit Card,66898.74,3,0.1,180626.6,21600.94,2022,2,Feb,Q1,11.96
ORD-01146,2022-02-04,Standard Class,CUST-2121,Consumer,Pune,West,Groceries,Pulses,Net Banking,495.32,7,0.0,3467.24,672.28,2022,2,Feb,Q1,19.39
ORD-01147,2022-02-04,Standard Class,CUST-1768,Consumer,Chennai,South,Groceries,Rice (5kg),Debit Card,426.08,2,0.1,766.94,187.31,2022,2,Feb,Q1,24.42
ORD-01148,2022-02-05,Second Class,CUST-2246,Consumer,Ranchi,East,Electronics,Tablet,Debit Card,7359.0,9,0.15,56296.35,10340.41,2022,2,Feb,Q1,18.37
